file,track,section_id,measure,absolute_start_tick,absolute_end_tick,meter,tempo,status,intended_chord,intended_lick,text,alignment_status
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,ALL TOGETHER,17,187387200,198918720,4/4,120,sounding,Cmaj9,ALL TOGETHER,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,ALL TOGETHER,18,198918720,210450240,4/4,120,sounding,Cmaj9,ALL TOGETHER,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,ALL TOGETHER,19,210450240,221981760,4/4,120,sounding,Cmaj9,ALL TOGETHER,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,ALL TOGETHER,20,221981760,233513280,4/4,120,sounding,Cmaj9,ALL TOGETHER,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,9th arp,21,233513280,245044800,4/4,120,sounding,Cmaj9,9th arp,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,22,245044800,256576320,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,23,256576320,268107840,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,24,268107840,279639360,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,25,279639360,291170880,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,26,291170880,302702400,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,27,302702400,314233920,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,additional upper-position variants,28,314233920,325765440,4/4,120,sounding,Cmaj9,additional upper-position variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,separator,29,325765440,337296960,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,low-position instructional material,30,337296960,348828480,4/4,120,rest/empty,unresolved/none,low-position instructional material,,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,low-position instructional material,31,348828480,360360000,4/4,120,rest/empty,unresolved/none,low-position instructional material,,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,separator,32,360360000,371891520,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,33,371891520,383423040,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,34,383423040,394954560,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,35,394954560,406486080,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,36,406486080,418017600,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,37,418017600,429549120,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,38,429549120,441080640,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,39,441080640,452612160,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,upper-register application material,40,452612160,464143680,4/4,120,sounding,Cmaj9,upper-register application material,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,separator,41,464143680,475675200,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,closing transition variants,42,475675200,487206720,4/4,120,sounding,Cmaj9,closing transition variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Neutral Backing - C MAJOR TRIAD,closing transition variants,43,487206720,498738240,4/4,120,sounding,Cmaj9,closing transition variants,Neutral canonical-C context | C major triad | no added 6/7/9,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 5,1,2882880,14414400,4/4,120,sounding,Cmaj7,from 5,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,2,14414400,25945920,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,3,25945920,37477440,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,4,37477440,49008960,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,5,49008960,60540480,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,6,60540480,72072000,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 4,7,72072000,83603520,4/4,120,sounding,Cmaj9,from 4,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 3,8,83603520,95135040,4/4,120,sounding,Cmaj9,from 3,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,separator,9,95135040,106666560,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 2,10,106666560,118198080,4/4,120,sounding,Cmaj9,from 2,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,from 2,11,118198080,129729600,4/4,120,sounding,Cmaj9,from 2,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,12,129729600,141261120,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,13,141261120,152792640,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,14,152792640,164324160,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,15,164324160,175855680,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,16,175855680,187387200,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,17,187387200,198918720,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,18,198918720,210450240,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,19,210450240,221981760,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,ALL TOGETHER,20,221981760,233513280,4/4,120,sounding,Cmaj9,ALL TOGETHER,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,9th arp,21,233513280,245044800,4/4,120,sounding,Cmaj9,9th arp,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,22,245044800,256576320,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,23,256576320,268107840,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,24,268107840,279639360,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,25,279639360,291170880,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,26,291170880,302702400,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,27,302702400,314233920,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,additional upper-position variants,28,314233920,325765440,4/4,120,sounding,Cmaj9,additional upper-position variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,separator,29,325765440,337296960,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,low-position instructional material,30,337296960,348828480,4/4,120,rest/empty,unresolved/none,low-position instructional material,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,low-position instructional material,31,348828480,360360000,4/4,120,rest/empty,unresolved/none,low-position instructional material,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,separator,32,360360000,371891520,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,33,371891520,383423040,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,34,383423040,394954560,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,35,394954560,406486080,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,36,406486080,418017600,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,37,418017600,429549120,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,38,429549120,441080640,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,39,441080640,452612160,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,upper-register application material,40,452612160,464143680,4/4,120,sounding,Cmaj9,upper-register application material,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,separator,41,464143680,475675200,4/4,120,rest/empty,unresolved/none,none,,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,closing transition variants,42,475675200,487206720,4/4,120,sounding,Cmaj9,closing transition variants,Root: C,aligned
BH-5432-Harmonic-Atlas.tg,Bass roots / harmonic guide,closing transition variants,43,487206720,498738240,4/4,120,sounding,Cmaj9,closing transition variants,Root: C,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-C-count-in,1,2882880,14414400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-C-chord-alone,2,14414400,25945920,4/4,70,rest/empty,C major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-C-lick-over-chord,3,25945920,37477440,4/4,70,sounding,C major triad,from 5,C major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-C-resolution,4,37477440,49008960,4/4,70,rest/empty,C major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-C-separator,5,49008960,60540480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-F-count-in,6,60540480,72072000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-F-chord-alone,7,72072000,83603520,4/4,70,rest/empty,F major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-F-lick-over-chord,8,83603520,95135040,4/4,70,sounding,F major triad,from 5,F major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-F-resolution,9,95135040,106666560,4/4,70,rest/empty,F major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-F-separator,10,106666560,118198080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Bb-count-in,11,118198080,129729600,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Bb-chord-alone,12,129729600,141261120,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Bb-lick-over-chord,13,141261120,152792640,4/4,70,sounding,Bb major triad,from 5,Bb major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Bb-resolution,14,152792640,164324160,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Bb-separator,15,164324160,175855680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Eb-count-in,16,175855680,187387200,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Eb-chord-alone,17,187387200,198918720,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Eb-lick-over-chord,18,198918720,210450240,4/4,70,sounding,Eb major triad,from 5,Eb major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Eb-resolution,19,210450240,221981760,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Eb-separator,20,221981760,233513280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Ab-count-in,21,233513280,245044800,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Ab-chord-alone,22,245044800,256576320,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Ab-lick-over-chord,23,256576320,268107840,4/4,70,sounding,Ab major triad,from 5,Ab major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Ab-resolution,24,268107840,279639360,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Ab-separator,25,279639360,291170880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Db-count-in,26,291170880,302702400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Db-chord-alone,27,302702400,314233920,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Db-lick-over-chord,28,314233920,325765440,4/4,70,sounding,Db major triad,from 5,Db major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Db-resolution,29,325765440,337296960,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Db-separator,30,337296960,348828480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Gb/F#-count-in,31,348828480,360360000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Gb/F#-chord-alone,32,360360000,371891520,4/4,70,rest/empty,Gb/F# major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Gb/F#-lick-over-chord,33,371891520,383423040,4/4,70,sounding,Gb/F# major triad,from 5,Gb/F# major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Gb/F#-resolution,34,383423040,394954560,4/4,70,rest/empty,Gb/F# major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-Gb/F#-separator,35,394954560,406486080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-B-count-in,36,406486080,418017600,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-B-chord-alone,37,418017600,429549120,4/4,70,rest/empty,B major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-B-lick-over-chord,38,429549120,441080640,4/4,70,sounding,B major triad,from 5,B major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-B-resolution,39,441080640,452612160,4/4,70,rest/empty,B major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-B-separator,40,452612160,464143680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-E-count-in,41,464143680,475675200,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-E-chord-alone,42,475675200,487206720,4/4,70,rest/empty,E major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-E-lick-over-chord,43,487206720,498738240,4/4,70,sounding,E major triad,from 5,E major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-E-resolution,44,498738240,510269760,4/4,70,rest/empty,E major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-E-separator,45,510269760,521801280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-A-count-in,46,521801280,533332800,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-A-chord-alone,47,533332800,544864320,4/4,70,rest/empty,A major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-A-lick-over-chord,48,544864320,556395840,4/4,70,sounding,A major triad,from 5,A major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-A-resolution,49,556395840,567927360,4/4,70,rest/empty,A major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-A-separator,50,567927360,579458880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-D-count-in,51,579458880,590990400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-D-chord-alone,52,590990400,602521920,4/4,70,rest/empty,D major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-D-lick-over-chord,53,602521920,614053440,4/4,70,sounding,D major triad,from 5,D major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-D-resolution,54,614053440,625584960,4/4,70,rest/empty,D major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-D-separator,55,625584960,637116480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-G-count-in,56,637116480,648648000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-G-chord-alone,57,648648000,660179520,4/4,70,rest/empty,G major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-G-lick-over-chord,58,660179520,671711040,4/4,70,sounding,G major triad,from 5,G major | FROM 5 | NEUTRAL | synchronized lick,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-G-resolution,59,671711040,683242560,4/4,70,rest/empty,G major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Licks - Neutral,cycle-G-separator,60,683242560,694774080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-C-count-in,1,2882880,14414400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-C-chord-alone,2,14414400,25945920,4/4,70,rest/empty,C major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-C-lick-over-chord,3,25945920,37477440,4/4,70,sounding,C major triad,from 5,C major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-C-resolution,4,37477440,49008960,4/4,70,rest/empty,C major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-C-separator,5,49008960,60540480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-F-count-in,6,60540480,72072000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-F-chord-alone,7,72072000,83603520,4/4,70,rest/empty,F major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-F-lick-over-chord,8,83603520,95135040,4/4,70,sounding,F major triad,from 5,F major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-F-resolution,9,95135040,106666560,4/4,70,rest/empty,F major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-F-separator,10,106666560,118198080,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Bb-count-in,11,118198080,129729600,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Bb-chord-alone,12,129729600,141261120,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Bb-lick-over-chord,13,141261120,152792640,4/4,70,sounding,Bb major triad,from 5,Bb major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Bb-resolution,14,152792640,164324160,4/4,70,rest/empty,Bb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Bb-separator,15,164324160,175855680,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Eb-count-in,16,175855680,187387200,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Eb-chord-alone,17,187387200,198918720,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Eb-lick-over-chord,18,198918720,210450240,4/4,70,sounding,Eb major triad,from 5,Eb major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Eb-resolution,19,210450240,221981760,4/4,70,rest/empty,Eb major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Eb-separator,20,221981760,233513280,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Ab-count-in,21,233513280,245044800,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Ab-chord-alone,22,245044800,256576320,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Ab-lick-over-chord,23,256576320,268107840,4/4,70,sounding,Ab major triad,from 5,Ab major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Ab-resolution,24,268107840,279639360,4/4,70,rest/empty,Ab major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Ab-separator,25,279639360,291170880,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Db-count-in,26,291170880,302702400,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Db-chord-alone,27,302702400,314233920,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Db-lick-over-chord,28,314233920,325765440,4/4,70,sounding,Db major triad,from 5,Db major | FROM 5 | NEUTRAL | alternate fingering | NEEDS REVIEW,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Db-resolution,29,325765440,337296960,4/4,70,rest/empty,Db major triad,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Db-separator,30,337296960,348828480,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Gb/F#-count-in,31,348828480,360360000,4/4,70,rest/empty,none,none,,aligned
BH-5432-Cycle-Review.tg,Cycle Alternate Realizations,cycle-Gb/F#-chord-alone,32,360360000,371891520,4/4,70,rest/empty,Gb/F# major triad,none,,aligned
